Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Vietnam,VN,VNM,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.1288,0.1546,0.0713,0.0544,0.0678,0.2638,0.3307
Vietnam,VN,VNM,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.1351,0.1579,0.0736,0.2204,0.03,0.0365,0.0459
Vietnam,VN,VNM,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.146,0.1336,0.274,0.3328,0.3171,0.279,0.2527
Vietnam,VN,VNM,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.1351,0.1888,0.0945,0.0769,0.0774,0.0869,0.1055
Vietnam,VN,VNM,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.1563,0.1561,0.4079,0.4192,0.3915,0.3622,0.405
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,GCAM,Below 2°C,EJ/yr,,,,,1.312,1.3702,0.7232,0.4985,0.4152,0.3407,0.3456
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,1.349,1.6834,1.907,2.3606,3.0975,3.4259,3.6988
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,1.3544,1.6936,1.9229,1.3047,0.6063,0.4737,0.3924
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,GCAM,Fragmented World,EJ/yr,,,,,1.3314,1.6754,1.9169,2.253,2.6457,2.7053,2.699
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,GCAM,Low Demand,EJ/yr,,,,,1.3054,1.4732,0.5646,0.4655,0.3533,0.2866,0.2722
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,1.3293,1.5675,1.7357,1.1442,1.2974,1.4711,1.5942
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,1.3095,1.3116,0.5416,0.4427,0.3586,0.2793,0.2133
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,6.0961,4.9059,2.6487,1.6066,0.704,0.4951,0.3577
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,6.119,4.933,5.038,4.5207,4.0241,3.8716,3.7011
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,6.1273,4.9425,5.0509,2.3094,0.7872,0.5593,0.4025
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,6.1037,4.9143,5.0117,3.7197,2.3305,1.2754,0.3909
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,6.0804,4.8879,0.9391,0.5384,0.3204,0.2141,0.1475
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,6.0963,4.9065,4.884,3.6311,3.002,1.9752,1.4956
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,6.0831,4.8908,1.293,0.8062,0.5248,0.404,0.1721
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,1.6038,1.5948,1.2581,0.439,0.3093,0.1533,0.0876
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,1.7191,1.717,1.771,1.7135,1.8646,1.8825,1.7601
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,1.7017,1.7292,1.7785,1.6065,0.5642,0.1261,0.0909
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,1.6488,1.6299,1.7048,1.4809,1.811,1.9697,2.0007
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,1.6934,1.7131,0.4657,0.0575,0.0511,0.0432,0.0376
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,1.6297,1.5552,1.4779,0.746,0.6427,0.7121,0.8186
Vietnam,VN,VNM,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,1.6319,1.6107,0.3247,0.0497,0.0446,0.0399,0.0349
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,GCAM,Below 2°C,EJ/yr,,,,,0.5757,0.8493,1.1664,1.5014,1.9359,2.3666,2.8961
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.6184,0.9178,1.2804,1.6437,2.1555,2.383,2.5632
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.6241,0.931,1.3068,1.5133,1.9754,2.3761,2.8989
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,GCAM,Fragmented World,EJ/yr,,,,,0.5936,0.897,1.2664,1.648,2.0734,2.2907,2.4811
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,GCAM,Low Demand,EJ/yr,,,,,0.5552,0.7815,0.9954,1.2799,1.7752,2.3472,3.025
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.5875,0.8918,1.2562,1.5861,2.0396,2.2247,2.401
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.5562,0.802,1.0556,1.4441,2.1518,2.9706,3.6327
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,1.778,1.8608,1.9622,2.1325,2.2862,2.6565,2.966
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,1.7898,1.8684,2.0889,2.1904,2.2231,2.3333,2.4154
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,1.7944,1.8751,2.0993,2.1564,2.4381,2.8211,3.103
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,1.7821,1.8599,2.075,2.2071,2.3465,2.4768,2.7597
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,1.7676,1.8448,1.797,1.9311,2.069,2.0434,2.007
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,1.7778,1.8596,2.0121,2.1218,2.2057,2.2942,2.4436
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,1.7694,1.8484,1.9644,2.3523,2.7512,3.0149,3.2524
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.5825,0.8198,1.2183,1.6008,1.9921,2.348,2.6599
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.6348,0.8852,1.2431,1.5947,1.9492,2.1954,2.4281
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.6404,0.8973,1.2657,1.543,1.9521,2.2676,2.5892
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.592,0.8344,1.1909,1.5408,1.8762,2.1287,2.3445
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.6338,0.8475,1.0411,1.2891,1.6121,1.9041,2.0535
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.5838,0.8227,1.2184,1.5892,1.9935,2.2207,2.4346
Vietnam,VN,VNM,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.5699,0.8019,1.1548,1.4806,1.9789,2.4199,2.6647
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Below 2°C,Mt CO2/yr,,,,,367.3834,397.3067,339.2701,307.0371,265.8051,214.3789,157.0946
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,366.0229,414.767,442.6419,497.0108,580.1358,605.4296,622.6349
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,366.2298,415.4475,444.0135,397.9175,320.3071,275.431,223.8373
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Fragmented World,Mt CO2/yr,,,,,367.0478,419.283,450.0449,498.7745,544.2768,553.9594,556.1445
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Low Demand,Mt CO2/yr,,,,,368.5212,411.9313,317.7441,282.0722,215.5568,133.2029,52.021
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,368.4542,411.3971,437.8897,398.593,421.2706,422.8947,413.684
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,366.6919,393.3866,306.0601,256.4043,188.0937,96.1846,25.4404
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,,,,,340.2693,351.9465,300.8293,274.9866,243.1346,221.0505,224.5415
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,340.464,352.2752,407.1644,421.3181,459.7073,536.0133,686.0094
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,340.7177,352.7686,408.0062,313.788,230.4851,205.0584,212.2555
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,,,,,340.6329,352.2235,406.8852,382.666,348.5729,297.5115,235.1103
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,,,,,339.9435,351.4175,187.7983,145.3391,100.7838,76.492,44.4098
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,340.0863,351.7921,404.4318,384.6722,409.4514,420.9193,500.5745
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,339.7261,350.9042,187.6316,120.1821,86.9541,68.5827,57.845
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,,,,,360.0879,383.306,363.2943,268.5792,215.8285,148.814,105.8735
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,365.0366,386.8101,404.8582,397.0179,402.2052,388.4497,356.2826
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,363.0266,387.5212,405.0524,397.0127,268.6139,166.7951,120.7747
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,,,,,362.1617,381.6563,401.671,382.0652,406.556,408.5859,390.9351
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Low Demand,Mt CO2/yr,,,,,364.7949,389.3877,253.8786,175.4117,121.5635,68.8355,31.4546
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,360.8331,375.5604,380.7922,306.8114,284.0233,268.9751,254.1296
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,363.6179,386.5204,257.3292,183.1394,128.9282,70.1168,25.8033
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Below 2°C,Mt CO2/yr,,,,,0.0123,0.4607,3.2888,9.0442,18.454,26.0477,35.54
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,0.0073,0.2006,0.6733,1.5025,2.7473,3.6269,4.3841
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,0.0109,0.3009,1.0099,6.7904,12.2426,22.7008,30.6258
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Fragmented World,Mt CO2/yr,,,,,0.0109,0.2994,1.0049,4.5933,8.7543,11.7253,13.9863
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Low Demand,Mt CO2/yr,,,,,0.0106,0.2772,2.2668,9.8209,20.5356,30.3851,39.5842
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,0.0098,0.2738,0.9344,1.91,3.7772,5.2491,6.6351
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,0.0136,0.538,5.1524,15.4861,28.1719,38.6097,40.4256
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,,,,,0.0,0.0,0.9571,4.0955,9.2556,17.9685,30.4871
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,2.5692,7.2883,15.837,29.32
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,,,,,0.0,0.0,0.0,1.9107,4.9697,9.9493,18.9769
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,,,,,0.0,0.0,5.7883,8.004,15.1031,18.7202,22.2668
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,0.0,0.0,8.7186,20.7791,14.1938,21.8259,13.599
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Low Demand,Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0045
Vietnam,VN,VNM,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,GCAM,Below 2°C,EJ/yr,,,,,0.7936,1.0352,1.1883,1.2257,1.2707,1.1689,1.0564
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.7107,0.8957,1.0883,1.3459,1.7109,1.898,2.0513
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.7097,0.8945,1.0874,1.3161,1.4924,1.3822,1.2241
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,GCAM,Fragmented World,EJ/yr,,,,,0.7032,0.8906,1.0648,1.3504,1.6843,1.9287,2.1626
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,GCAM,Low Demand,EJ/yr,,,,,0.8225,1.0644,1.1182,1.038,0.9796,0.7378,0.7554
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.7329,0.9425,1.1451,1.5359,1.9107,1.9575,1.9813
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.8023,1.0467,1.0064,0.9304,0.8047,0.7135,0.6751
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,0.3071,0.5236,0.8513,1.1858,1.5039,1.4612,1.5605
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.3071,0.5234,0.7585,0.8193,1.0753,1.3365,1.6498
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.3076,0.5246,0.7609,1.2093,1.1525,1.1931,1.356
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,0.3073,0.5246,0.7611,1.0688,1.4774,1.4432,1.336
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,0.3065,0.5218,0.7866,0.5422,0.4732,0.4777,0.5389
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.3071,0.5233,0.7585,1.0662,1.4743,2.0096,2.4636
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.3026,0.5191,0.8451,0.7803,0.704,0.7046,0.8387
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.3677,0.536,0.7038,0.7396,0.6612,0.494,0.4166
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.3543,0.5279,0.7483,0.8882,0.9711,0.9548,0.9638
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.3525,0.5253,0.7453,0.8745,0.7838,0.5194,0.4074
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.3642,0.5362,0.7551,0.8986,0.9785,0.9558,0.956
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.3722,0.519,0.5097,0.4087,0.2888,0.1511,0.0801
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.3647,0.5352,0.7205,0.8325,0.8645,0.7438,0.7077
Vietnam,VN,VNM,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.3596,0.5179,0.625,0.4781,0.3026,0.1228,0.0746
